date,Rat_education_Jeanne,Rat_education_Donnell,Rat_education_Matt,Rat_education_Alyson,Rat_education_Willy,Rat_education_Susana,Rat_public_Maxine,Rat_lodging_Lucille,Rat_office_Ashlee,Rat_education_Cinthia,Rat_education_Dianne,Rat_office_Chris,Rat_public_Lea,Rat_education_Gricelda,Rat_lodging_Lakisha
2016-11-02 22:00:00,44.35,12.86,100.79,32.25,57.52,2.76,88.57,1.16,40.37,5.11,81.26,593.82,66.02,10.15,0.12
2016-11-02 23:00:00,44.35,12.66,100.62,31.78,57.52,2.76,91.3,1.04,38.5,5.12,86.63,595.14,66.04,10.35,0.04
2016-11-03 00:00:00,44.35,12.65,101.37,31.72,57.52,2.76,88.27,1.04,37.42,5.1,85.53,598.38,66.1,11.67,0.04
2016-11-03 01:00:00,44.35,13.7,174.14,31.52,57.52,2.76,88.5,1.04,36.73,6.14,85.57,620.22,66.33,15.76,0.04
2016-11-03 02:00:00,44.35,36.3,199.29,31.48,57.52,2.76,89.17,1.16,36.09,5.6,83.76,663.36,68.2,10.28,0.12
2016-11-03 03:00:00,44.35,37.08,205.9,31.58,57.52,2.76,87.16,1.16,34.01,5.58,77.99,710.7,68.15,10.31,0.12
2016-11-03 04:00:00,44.35,31.44,216.66,30.96,57.52,2.76,84.72,2.8,34.36,6.08,78.42,738.24,67.98,15.8,0.08
2016-11-03 05:00:00,44.35,29.71,216.82,30.88,57.52,2.76,85.39,1.24,36.24,6.23,82.04,756.0,67.35,20.39,0.04
2016-11-03 06:00:00,44.35,31.58,214.25,33.36,57.52,2.76,87.37,1.4,35.98,5.79,95.72,761.58,67.24,16.39,0.04
2016-11-03 07:00:00,44.35,30.93,209.56,40.96,57.52,2.76,94.91,1.6,45.41,7.26,114.59,768.12,61.92,34.31,0.08
2016-11-03 08:00:00,44.35,24.86,210.09,41.89,57.52,2.76,109.49,1.68,51.93,9.48,123.95,766.08,48.1,36.31,0.12
2016-11-03 09:00:00,44.35,27.25,205.02,43.19,57.52,2.76,122.03,1.32,58.17,9.0,139.29,755.28,47.09,50.82,0.12
2016-11-03 10:00:00,44.35,28.55,198.51,39.86,57.52,2.76,141.91,1.08,63.0,6.54,150.21,748.74,47.56,60.04,0.04
2016-11-03 11:00:00,44.35,28.63,190.05,37.87,57.52,2.76,153.02,1.08,69.81,7.78,161.66,737.22,48.85,46.15,0.04
2016-11-03 12:00:00,44.35,29.28,179.19,36.26,57.52,2.76,161.07,1.12,69.05,10.13,164.01,706.38,57.32,41.85,0.04
2016-11-03 13:00:00,44.35,28.71,149.32,36.27,57.52,2.76,167.49,1.12,66.71,8.58,163.34,680.22,63.85,46.91,0.08
2016-11-03 14:00:00,44.35,22.85,131.5,35.42,57.52,2.76,159.38,1.12,67.45,7.08,156.24,643.98,61.05,51.79,0.12
2016-11-03 15:00:00,44.35,16.35,97.84,33.19,57.52,2.76,158.58,1.12,68.95,6.0,131.88,631.2,61.05,55.96,0.12
2016-11-03 16:00:00,44.35,11.34,78.12,30.43,57.52,2.76,160.81,1.12,67.44,5.62,121.11,623.52,61.83,51.76,0.04
2016-11-03 17:00:00,44.35,10.66,77.47,29.5,57.52,2.76,147.01,1.16,61.16,19.35,108.43,612.0,60.11,45.59,0.04
2016-11-03 18:00:00,44.35,11.28,76.67,28.34,57.52,2.48,139.15,1.16,59.2,37.67,92.75,594.3,78.41,39.53,0.04
2016-11-03 19:00:00,44.35,6.94,75.17,28.1,57.52,2.48,122.29,1.4,55.63,37.59,83.55,585.24,79.06,32.94,0.12
2016-11-03 20:00:00,44.35,6.91,71.9,28.21,57.52,2.48,105.85,2.16,42.2,37.99,76.18,589.62,71.84,28.1,0.12
2016-11-03 21:00:00,44.35,6.8,71.6,28.09,57.52,2.48,100.73,5.4,40.16,29.4,75.74,588.96,70.48,21.52,0.08
2016-11-03 22:00:00,44.35,6.8,72.67,27.86,57.52,2.48,99.71,4.44,39.12,4.98,77.53,592.62,69.57,21.31,0.04
2016-11-03 23:00:00,44.35,6.78,72.61,28.06,57.52,2.48,91.84,3.32,38.71,4.87,75.47,591.72,68.76,21.86,0.04
2016-11-04 00:00:00,44.35,6.76,72.94,28.34,57.52,2.48,92.17,1.48,40.48,4.32,78.01,593.64,69.41,26.18,0.08
2016-11-04 01:00:00,44.35,6.76,93.71,28.45,57.52,2.48,88.85,1.24,39.3,4.29,78.55,601.44,68.11,22.49,0.12
2016-11-04 02:00:00,44.35,7.47,145.5,28.33,57.52,2.48,88.0,1.48,42.35,4.35,77.77,679.74,67.53,23.69,0.12
2016-11-04 03:00:00,44.35,7.57,165.86,27.98,57.52,2.48,85.93,2.56,40.3,4.3,74.22,763.44,66.89,22.4,0.04
2016-11-04 04:00:00,44.35,7.35,174.11,28.27,57.52,2.48,87.38,1.88,38.15,5.0,77.25,795.0,66.67,20.92,0.04
2016-11-04 05:00:00,44.35,7.48,176.17,28.03,57.52,2.48,86.51,1.64,36.59,5.2,81.96,804.96,65.56,22.74,0.04
2016-11-04 06:00:00,44.35,9.64,173.73,30.4,57.52,2.48,88.59,1.56,38.47,5.92,86.8,812.4,66.22,21.93,0.12
2016-11-04 07:00:00,44.35,11.96,172.35,39.09,57.52,2.48,98.56,2.12,46.81,6.33,84.13,802.26,58.64,36.12,0.12
2016-11-04 08:00:00,44.35,11.05,163.45,38.52,57.52,2.48,104.16,1.88,53.32,6.43,84.56,800.16,45.41,39.22,0.08
2016-11-04 09:00:00,44.35,11.46,164.29,36.62,57.52,2.48,117.19,1.88,58.26,7.1,94.82,797.52,44.66,38.46,0.04
2016-11-04 10:00:00,44.35,10.87,156.96,35.76,57.52,2.48,135.51,1.84,59.14,5.94,104.43,783.96,45.79,40.83,0.04
2016-11-04 11:00:00,44.35,10.72,130.5,34.96,57.52,2.48,141.08,1.96,64.69,5.94,109.3,761.34,49.33,35.19,0.08
2016-11-04 12:00:00,44.35,10.43,123.17,34.78,57.52,2.48,142.02,5.04,60.91,5.58,104.05,724.02,51.53,31.61,0.12
2016-11-04 13:00:00,44.35,9.67,82.48,34.66,57.52,2.48,152.13,5.24,64.55,5.57,101.66,692.22,52.39,33.96,0.12
2016-11-04 14:00:00,44.35,7.49,74.23,35.49,57.52,2.48,149.59,4.88,65.98,5.46,95.23,663.72,54.39,37.62,0.04
2016-11-04 15:00:00,44.35,6.35,74.77,34.69,57.52,2.48,149.55,2.92,64.57,4.79,87.74,650.4,53.71,38.37,0.04
2016-11-04 16:00:00,44.35,6.33,77.65,30.59,57.52,2.48,145.43,1.48,62.31,4.81,88.01,636.66,56.89,30.98,0.04
2016-11-04 17:00:00,44.35,6.34,93.03,29.01,57.52,2.48,139.79,1.44,57.4,18.94,72.01,619.8,55.55,21.6,0.12
2016-11-04 18:00:00,44.35,6.91,76.4,28.53,57.52,2.48,128.72,2.72,51.36,37.78,63.04,613.74,73.75,17.37,0.12
2016-11-04 19:00:00,44.35,7.16,77.09,28.37,57.52,2.48,113.2,1.84,46.58,37.69,60.53,619.2,80.11,15.69,0.08
2016-11-04 20:00:00,44.35,7.16,77.76,28.04,57.52,2.48,97.01,1.8,37.97,37.81,62.36,631.62,72.07,13.15,0.04
2016-11-04 21:00:00,44.35,7.14,79.57,27.88,57.52,2.48,86.09,1.8,37.16,29.68,65.17,641.76,68.36,10.3,0.04
2016-11-04 22:00:00,44.35,7.21,79.29,27.62,57.52,2.48,85.31,1.84,37.23,5.0,63.18,635.82,66.8,12.24,0.08
2016-11-04 23:00:00,44.35,7.17,75.01,27.85,57.52,2.48,84.0,1.88,37.13,4.99,64.05,620.22,66.46,11.87,0.12
2016-11-05 00:00:00,44.35,7.06,70.79,28.05,57.52,2.48,83.94,2.2,37.97,5.02,66.1,621.66,66.42,9.8,0.12
2016-11-05 01:00:00,44.35,7.0,70.6,27.64,57.52,2.48,85.41,3.68,37.36,5.0,67.63,619.56,66.58,9.83,0.04
2016-11-05 02:00:00,44.35,7.05,69.92,28.07,57.52,2.48,83.19,1.96,36.44,4.97,72.79,627.3,66.8,9.74,0.04
2016-11-05 03:00:00,44.35,7.17,68.01,28.23,57.52,2.48,84.24,2.04,37.41,5.0,61.2,638.94,66.95,9.72,0.04
2016-11-05 04:00:00,44.35,7.18,80.06,28.0,57.52,2.48,84.31,1.84,37.61,5.02,56.18,635.52,66.76,9.8,0.08
2016-11-05 05:00:00,44.35,7.18,90.87,28.32,57.52,2.48,83.24,1.52,35.71,5.0,80.68,635.52,66.66,9.62,0.12
2016-11-05 06:00:00,44.35,7.05,87.49,28.68,57.52,2.48,84.1,1.32,36.89,5.21,67.76,643.44,66.74,9.68,0.08
2016-11-05 07:00:00,44.35,6.86,86.24,35.81,57.52,2.48,84.17,1.6,36.77,5.27,64.19,649.62,59.38,11.56,0.04
2016-11-05 08:00:00,44.35,6.12,85.92,35.72,57.52,2.48,83.2,1.6,43.63,5.3,64.52,652.62,45.96,13.49,0.04
2016-11-05 09:00:00,44.35,6.25,82.27,35.35,57.52,2.48,83.68,1.52,44.04,5.15,79.11,655.98,45.27,13.2,0.04
2016-11-05 10:00:00,44.35,6.28,85.91,35.73,57.52,2.48,83.81,1.6,45.29,5.06,72.46,653.4,45.19,16.23,0.04
2016-11-05 11:00:00,44.35,6.2,87.92,35.8,57.52,2.48,83.35,1.96,46.54,5.04,67.05,643.26,45.4,15.99,0.12
2016-11-05 12:00:00,44.35,6.25,69.36,34.57,57.52,2.48,82.62,1.76,49.78,4.99,70.48,639.0,45.39,15.4,0.12
2016-11-05 13:00:00,44.35,6.16,67.64,34.35,57.52,2.48,87.76,1.84,50.78,5.76,71.31,633.66,46.39,13.79,0.08
2016-11-05 14:00:00,44.35,6.12,67.54,34.74,57.52,2.48,88.61,1.84,51.49,5.94,66.66,617.04,46.06,13.87,0.04
2016-11-05 15:00:00,44.35,6.12,67.98,32.67,57.52,2.48,92.65,1.72,49.56,5.2,69.69,618.9,46.27,12.83,0.04
2016-11-05 16:00:00,44.35,6.19,69.09,32.36,57.52,2.48,97.66,1.88,49.14,4.79,66.23,625.32,46.2,12.99,0.04
2016-11-05 17:00:00,44.35,6.25,62.78,31.58,57.52,2.48,96.45,2.0,48.7,19.78,62.3,622.86,46.72,12.25,0.08
2016-11-05 18:00:00,44.35,6.79,61.43,31.74,57.52,2.52,93.32,2.4,45.54,37.53,65.1,616.74,60.73,11.15,0.12
2016-11-05 19:00:00,44.35,6.88,61.14,31.91,57.52,2.52,91.61,2.2,43.93,37.6,63.07,613.2,66.92,9.72,0.08
2016-11-05 20:00:00,44.35,6.88,60.83,32.42,57.52,2.52,86.54,1.8,43.4,37.45,62.3,617.7,66.16,9.71,0.04
2016-11-05 21:00:00,44.35,6.92,61.43,32.46,57.52,2.52,86.69,1.96,46.69,29.25,62.74,617.4,65.88,9.66,0.04
2016-11-05 22:00:00,44.35,7.08,60.59,30.94,57.52,2.52,84.82,1.48,46.39,4.98,67.31,620.16,66.08,9.74,0.04
2016-11-05 23:00:00,44.35,7.12,60.38,31.01,57.52,2.52,82.02,1.56,44.98,4.99,79.26,619.62,65.95,9.92,0.08
2016-11-06 00:00:00,44.35,7.12,60.38,31.01,57.52,2.52,82.02,1.56,44.98,4.99,79.26,619.62,65.95,9.92,0.08
2016-11-06 01:00:00,44.35,7.05,60.43,31.75,57.52,2.52,81.39,1.4,45.95,4.99,70.27,617.94,65.66,9.7,0.12
2016-11-06 02:00:00,44.35,6.94,60.31,31.06,57.52,2.52,80.94,1.28,45.34,4.99,70.17,620.52,65.25,9.79,0.08
2016-11-06 03:00:00,44.35,7.0,58.01,31.26,57.52,2.52,81.5,1.2,45.91,4.99,86.76,618.36,65.95,9.73,0.04
2016-11-06 04:00:00,44.35,7.08,57.87,31.08,57.52,2.52,81.64,1.36,44.65,5.0,82.28,621.36,66.54,9.74,0.04
2016-11-06 05:00:00,44.35,7.0,57.6,31.1,57.52,2.52,80.87,1.36,42.15,4.98,85.05,622.2,66.63,9.71,0.08
2016-11-06 06:00:00,44.35,7.03,57.98,30.63,57.52,2.52,80.57,1.36,42.55,4.99,84.86,620.1,66.72,9.7,0.12
2016-11-06 07:00:00,44.35,6.68,70.08,31.69,57.52,2.52,82.3,1.52,42.59,4.96,84.76,627.54,59.51,11.67,0.08
2016-11-06 08:00:00,44.35,6.06,73.37,32.56,57.52,2.52,80.36,1.4,43.75,4.94,85.72,626.22,46.24,13.26,0.04
2016-11-06 09:00:00,44.35,6.03,73.17,32.06,57.52,2.52,80.68,1.52,42.04,4.82,83.25,633.0,45.33,11.73,0.04
2016-11-06 10:00:00,44.35,6.13,72.76,32.21,57.52,2.52,82.16,4.68,44.17,4.83,75.33,631.38,44.97,12.64,0.04
2016-11-06 11:00:00,44.35,6.16,72.89,31.82,57.52,2.52,82.51,5.04,46.04,4.83,81.7,635.82,45.12,14.47,0.04
2016-11-06 12:00:00,44.35,6.11,73.99,31.6,57.52,2.52,87.48,5.2,46.43,4.81,72.98,630.06,44.77,16.1,0.12
2016-11-06 13:00:00,44.35,6.02,77.26,32.19,57.52,2.52,85.95,5.16,48.49,4.78,72.84,633.12,44.98,18.76,0.12
2016-11-06 14:00:00,44.35,6.06,75.77,31.86,57.52,2.52,90.46,4.8,47.86,4.84,74.57,626.64,45.29,23.6,0.04
2016-11-06 15:00:00,44.35,6.06,61.68,31.71,57.52,2.52,91.92,1.76,48.87,4.79,70.5,611.04,45.83,23.68,0.04
2016-11-06 16:00:00,44.35,6.16,61.45,31.85,57.52,2.52,90.33,3.0,48.74,4.79,70.62,614.28,45.86,23.89,0.04
2016-11-06 17:00:00,44.35,6.17,61.65,31.49,57.52,2.52,96.84,5.0,47.64,19.89,72.53,617.7,46.59,22.53,0.04
2016-11-06 18:00:00,44.35,6.57,61.88,31.38,57.52,2.52,89.69,4.72,48.53,37.67,82.27,620.22,60.11,25.85,0.12
2016-11-06 19:00:00,44.35,6.79,61.15,31.04,57.52,3.48,89.44,2.64,46.88,37.55,90.57,625.08,65.64,22.6,0.12
2016-11-06 20:00:00,44.35,6.87,61.28,29.58,57.52,3.48,87.83,1.4,46.97,37.55,93.22,628.38,65.73,20.41,0.08
2016-11-06 21:00:00,44.35,6.98,61.42,29.86,57.52,3.48,83.49,1.56,45.65,37.69,92.68,627.6,66.66,18.93,0.04
2016-11-06 22:00:00,44.35,7.05,61.7,30.09,57.52,3.48,84.16,1.32,45.8,29.71,87.83,625.2,69.47,16.12,0.04
2016-11-06 23:00:00,44.35,7.02,61.57,30.38,57.52,3.48,82.23,2.56,44.61,4.96,84.73,620.82,67.13,15.34,0.04
2016-11-07 00:00:00,44.35,7.1,61.61,30.09,57.52,3.48,80.97,4.2,46.09,5.01,107.28,619.86,66.48,19.33,0.12
2016-11-07 01:00:00,44.35,7.2,61.06,30.31,57.52,3.48,81.26,3.88,46.05,5.04,111.69,640.8,66.86,14.92,0.12
2016-11-07 02:00:00,44.35,7.54,97.74,30.63,57.52,3.48,82.07,3.8,46.06,5.0,111.93,664.26,67.01,18.18,0.04
2016-11-07 03:00:00,44.35,7.81,157.43,31.07,57.52,3.48,80.07,3.6,45.04,5.0,101.89,706.74,67.25,18.67,0.04
2016-11-07 04:00:00,44.35,7.9,168.92,30.71,57.52,3.48,82.06,3.36,44.66,5.02,104.4,758.22,67.09,18.87,0.04
2016-11-07 05:00:00,44.35,7.76,173.74,31.23,57.52,3.48,82.76,3.2,43.64,5.03,109.44,774.24,67.0,20.38,0.04
2016-11-07 06:00:00,44.35,7.65,177.59,31.26,57.52,3.48,81.34,3.24,44.54,8.75,119.94,791.1,66.98,25.9,0.08
2016-11-07 07:00:00,44.35,9.65,172.51,36.53,57.52,3.48,85.4,3.08,45.21,17.61,141.07,790.86,60.51,26.7,0.12
2016-11-07 08:00:00,44.35,10.2,168.04,38.81,57.52,3.48,95.2,1.28,45.47,20.45,147.67,786.18,46.73,40.21,0.08
2016-11-07 09:00:00,44.35,11.94,169.76,38.86,57.52,3.48,105.1,1.28,50.81,15.23,147.39,779.76,45.56,43.62,0.04
2016-11-07 10:00:00,44.35,11.83,167.57,38.53,57.52,3.48,115.03,1.28,56.57,12.87,160.15,771.6,45.45,46.99,0.04
2016-11-07 11:00:00,44.35,12.78,163.19,38.21,57.52,3.48,118.42,2.28,58.66,11.79,145.65,757.32,45.63,40.05,0.04
2016-11-07 12:00:00,44.35,12.55,155.63,37.23,57.52,3.48,121.73,2.48,61.14,6.74,125.97,741.0,46.03,37.16,0.04
2016-11-07 13:00:00,44.35,12.71,133.33,39.29,57.52,3.48,127.18,2.2,57.75,9.12,138.22,710.52,46.75,38.51,0.04
2016-11-07 14:00:00,44.35,10.99,105.79,40.87,57.52,3.48,133.57,2.28,61.38,9.16,137.32,686.04,47.97,35.52,0.12
2016-11-07 15:00:00,44.35,8.63,96.97,40.22,57.52,3.48,133.89,2.44,64.7,6.32,121.89,661.08,48.92,37.16,0.12
2016-11-07 16:00:00,44.35,7.96,82.4,36.02,57.52,3.48,130.18,1.64,58.39,5.27,121.13,647.52,48.24,39.3,0.04
2016-11-07 17:00:00,44.35,7.98,69.25,34.96,57.52,3.48,129.24,3.2,56.95,20.62,104.98,647.16,51.12,34.2,0.04
2016-11-07 18:00:00,44.35,8.5,64.34,32.66,57.52,3.48,121.6,4.68,50.08,37.9,100.0,633.36,65.69,34.66,0.04
2016-11-07 19:00:00,44.35,8.66,64.12,31.96,57.52,3.51,113.11,2.92,48.13,38.18,92.55,629.28,70.81,29.38,0.04
2016-11-07 20:00:00,44.35,8.62,63.96,32.15,57.52,3.57,101.05,1.64,48.31,37.82,93.43,627.3,71.05,26.88,0.08
2016-11-07 21:00:00,44.35,8.65,63.86,32.27,57.52,3.48,89.03,1.68,36.43,37.66,97.55,625.26,69.29,26.42,0.12
2016-11-07 22:00:00,44.35,8.77,63.79,32.56,57.52,3.48,84.45,1.8,34.62,29.79,93.01,625.38,69.22,20.85,0.08
2016-11-07 23:00:00,44.35,8.75,63.75,32.56,57.52,3.48,82.87,1.52,35.18,5.12,106.5,624.84,68.98,20.85,0.04
2016-11-08 00:00:00,44.35,8.73,63.52,32.73,57.52,3.48,82.2,1.56,36.01,5.16,108.77,627.48,68.71,23.5,0.04
2016-11-08 01:00:00,44.35,8.84,63.84,32.47,57.52,3.48,83.6,2.28,34.79,5.16,106.15,642.66,68.92,23.1,0.04
2016-11-08 02:00:00,44.35,8.74,124.03,32.59,57.52,3.48,82.58,2.6,35.48,5.22,111.21,663.96,69.26,22.49,0.04
2016-11-08 03:00:00,44.35,9.65,167.27,32.37,57.52,3.48,82.67,1.84,35.92,5.17,108.76,703.8,69.09,25.8,0.04
2016-11-08 04:00:00,44.35,9.63,171.53,32.96,57.52,3.48,83.87,2.28,33.65,5.24,108.68,750.48,68.88,27.21,0.12
2016-11-08 05:00:00,44.35,9.4,180.22,32.01,57.52,3.48,83.77,2.2,34.05,5.19,109.98,770.76,68.75,31.4,0.08
2016-11-08 06:00:00,44.35,9.47,169.34,33.09,57.52,3.48,84.85,1.12,34.25,5.19,111.93,793.68,69.21,33.45,0.04
2016-11-08 07:00:00,44.35,11.11,166.91,36.89,57.52,3.48,88.44,1.24,35.78,17.05,127.85,795.18,63.0,33.24,0.04
2016-11-08 08:00:00,44.35,16.78,164.61,39.0,57.52,3.48,92.67,1.24,46.4,19.1,128.54,794.34,48.17,41.11,0.04
2016-11-08 09:00:00,44.35,17.77,162.25,40.22,57.52,3.48,104.3,1.32,52.52,11.96,131.96,801.96,47.09,42.28,0.04
2016-11-08 10:00:00,44.35,15.81,163.43,40.44,57.52,3.48,111.88,1.52,53.08,9.31,144.47,798.36,47.51,49.43,0.04
2016-11-08 11:00:00,44.35,16.1,154.45,41.75,57.52,3.48,125.89,1.52,55.94,7.7,151.19,791.4,52.36,42.51,0.04
2016-11-08 12:00:00,44.35,15.34,148.49,37.4,57.52,3.48,123.95,1.44,61.36,8.25,144.77,770.88,53.6,43.01,0.08
2016-11-08 13:00:00,44.35,17.82,138.02,37.29,57.52,3.48,129.18,1.24,59.65,7.2,126.99,732.24,53.73,40.83,0.12
2016-11-08 14:00:00,44.35,15.97,115.1,38.81,57.52,3.48,137.16,4.16,61.89,7.03,120.68,710.52,53.66,39.44,0.08
2016-11-08 15:00:00,44.35,12.68,106.14,37.7,57.52,3.48,142.95,4.8,64.01,5.84,112.71,683.4,54.27,40.62,0.04
2016-11-08 16:00:00,44.35,10.9,86.6,36.49,57.52,3.48,135.96,3.04,62.07,5.33,121.06,668.04,52.45,39.03,0.04
2016-11-08 17:00:00,44.35,10.9,68.54,35.48,57.52,3.48,128.75,1.28,62.91,21.11,111.65,648.06,52.84,42.6,0.04
2016-11-08 18:00:00,44.35,11.44,64.24,34.37,57.52,3.48,122.91,1.56,57.03,37.82,123.52,639.48,68.21,30.52,0.04
2016-11-08 19:00:00,44.35,11.51,63.98,33.64,57.52,2.96,110.25,1.8,48.84,37.95,106.75,638.34,71.7,29.67,0.08
2016-11-08 20:00:00,44.35,11.52,65.75,32.69,57.52,2.84,93.92,1.68,48.44,37.95,113.27,642.48,66.84,24.9,0.12
2016-11-08 21:00:00,44.35,11.57,65.71,32.64,57.52,2.84,84.79,1.28,39.02,37.65,101.66,645.84,64.85,21.47,0.08
2016-11-08 22:00:00,44.35,11.61,66.9,32.9,57.52,2.84,83.84,1.08,37.5,29.24,98.05,642.84,65.99,19.62,0.04
2016-11-08 23:00:00,44.35,11.38,66.5,32.35,57.52,2.84,81.05,1.04,38.59,5.17,96.05,637.08,66.17,20.49,0.04
2016-11-09 00:00:00,44.35,11.5,66.1,32.78,57.52,2.84,80.42,1.12,38.1,6.02,98.43,633.3,66.48,20.21,0.04
2016-11-09 01:00:00,44.35,11.42,65.67,32.45,57.52,2.84,82.14,1.08,39.36,5.84,76.98,649.92,66.9,20.21,0.04
2016-11-09 02:00:00,44.35,11.43,110.83,32.41,57.52,2.84,81.07,1.08,38.17,6.04,77.01,666.12,66.84,20.77,0.08
2016-11-09 03:00:00,44.35,12.33,155.39,32.65,57.52,2.84,80.47,1.08,37.01,5.2,78.57,706.68,66.92,20.86,0.12
2016-11-09 04:00:00,44.35,12.53,172.03,32.34,57.52,2.84,81.12,1.08,35.67,5.96,83.28,754.56,66.84,20.32,0.08
2016-11-09 05:00:00,44.35,12.24,168.05,32.28,57.52,2.84,81.78,1.04,35.17,5.89,78.63,784.38,66.76,21.06,0.04
2016-11-09 06:00:00,44.35,11.99,168.91,32.85,57.52,2.84,82.85,1.04,35.95,6.09,81.71,801.12,66.56,24.69,0.04
2016-11-09 07:00:00,44.35,13.82,169.73,35.8,57.52,2.84,84.26,1.28,36.17,6.54,105.65,819.0,66.68,24.27,0.04
2016-11-09 08:00:00,44.35,15.35,165.61,37.53,57.52,2.84,89.49,1.08,46.09,14.62,123.83,812.46,51.81,33.64,0.04
2016-11-09 09:00:00,44.35,13.39,163.34,38.16,57.52,2.84,100.24,1.08,48.83,10.25,143.12,804.72,45.93,42.06,0.12
2016-11-09 10:00:00,44.35,13.45,163.29,38.76,57.52,2.84,109.81,1.04,56.19,8.88,149.83,800.64,45.84,48.37,0.12
2016-11-09 11:00:00,44.35,13.51,157.89,38.67,57.52,2.84,122.25,1.08,57.47,8.78,130.33,802.08,44.92,50.73,0.04
2016-11-09 12:00:00,44.35,13.52,154.37,37.39,57.52,2.84,122.87,1.08,62.86,6.78,129.05,780.3,44.89,52.63,0.04
2016-11-09 13:00:00,44.35,13.11,150.36,42.99,57.52,2.84,128.33,1.04,61.24,10.59,127.53,737.16,45.37,44.75,0.04
2016-11-09 14:00:00,44.35,12.56,109.99,43.6,57.52,2.84,134.53,1.04,64.3,6.14,121.82,716.34,46.5,42.53,0.04
2016-11-09 15:00:00,44.35,11.13,88.39,40.95,57.52,2.84,136.1,1.04,62.98,6.25,118.07,682.26,47.11,43.21,0.08
2016-11-09 16:00:00,44.35,9.9,80.3,37.92,57.52,2.84,127.55,1.04,59.29,5.7,125.74,669.48,47.02,40.65,0.12
2016-11-09 17:00:00,44.35,9.85,57.89,37.4,57.52,2.84,123.31,1.04,54.99,21.87,106.97,648.66,47.59,36.38,0.12
2016-11-09 18:00:00,44.35,10.49,57.91,33.46,57.52,2.84,116.78,1.04,55.91,38.25,96.79,641.28,67.01,32.69,0.04
2016-11-09 19:00:00,44.35,10.57,58.43,33.15,57.52,2.76,108.5,1.04,52.37,39.23,91.84,643.2,68.71,36.79,0.04
2016-11-09 20:00:00,44.35,10.4,58.42,32.88,57.52,2.76,101.25,1.04,48.89,37.73,89.96,644.76,69.14,38.76,0.04
2016-11-09 21:00:00,44.35,10.49,58.26,33.19,57.52,2.76,92.73,1.04,45.43,38.92,82.02,654.12,67.24,29.2,0.04
2016-11-09 22:00:00,44.35,10.42,58.0,32.7,57.52,2.76,87.54,1.04,34.74,31.26,76.09,648.36,66.34,20.24,0.12
2016-11-09 23:00:00,44.35,10.4,57.8,32.99,57.52,2.76,84.79,1.04,36.05,6.44,76.9,644.7,65.72,18.65,0.12
2016-11-10 00:00:00,44.35,10.38,57.77,33.57,57.52,2.76,83.83,1.04,35.88,6.31,86.74,640.2,66.11,17.48,0.04
2016-11-10 01:00:00,44.35,10.39,57.32,33.2,57.52,2.76,82.83,1.04,38.09,6.65,87.66,654.06,66.54,14.12,0.04
2016-11-10 02:00:00,44.35,10.46,96.99,34.3,57.52,2.76,81.87,1.04,35.27,7.34,94.89,670.44,66.12,12.43,0.04
2016-11-10 03:00:00,44.35,11.27,158.23,34.36,57.52,2.76,82.88,1.04,36.71,6.75,84.9,704.58,66.16,13.15,0.04
2016-11-10 04:00:00,44.35,11.4,170.12,33.4,57.52,2.76,80.91,1.04,36.33,7.08,100.57,756.48,65.7,12.12,0.04
2016-11-10 05:00:00,44.35,11.16,180.09,33.48,57.52,2.76,83.7,1.04,35.24,6.85,106.93,789.84,65.87,15.15,0.12
2016-11-10 06:00:00,44.35,11.18,169.91,33.52,57.52,2.76,81.41,1.04,34.72,7.57,105.04,806.76,66.01,18.41,0.08
2016-11-10 07:00:00,44.35,12.75,167.31,38.08,57.52,2.76,82.82,1.04,37.24,8.37,136.63,791.04,60.22,19.13,0.04
2016-11-10 08:00:00,44.35,13.79,170.04,45.22,57.52,2.76,87.54,1.04,46.62,12.52,144.13,800.82,45.13,28.38,0.04
2016-11-10 09:00:00,44.35,16.12,169.03,45.05,57.52,2.76,91.53,1.04,55.5,8.28,152.1,795.3,44.19,39.78,0.04
2016-11-10 10:00:00,44.35,15.24,163.42,40.25,57.52,2.76,102.54,1.04,57.88,7.59,150.08,784.8,44.54,43.58,0.04
2016-11-10 11:00:00,44.35,12.69,157.5,40.76,57.52,2.76,113.05,1.04,60.75,4.27,137.35,773.16,44.12,38.67,0.04
2016-11-10 12:00:00,44.35,14.06,146.31,45.07,57.52,2.76,113.79,1.2,59.28,8.33,141.4,749.58,43.51,34.67,0.08
2016-11-10 13:00:00,44.35,15.94,131.36,42.4,57.52,2.76,119.2,1.28,57.35,8.14,132.25,714.48,44.25,33.93,0.12
2016-11-10 14:00:00,44.35,13.92,99.18,45.08,57.52,2.76,124.79,1.08,59.76,7.43,117.65,695.64,45.02,29.01,0.08
2016-11-10 15:00:00,44.35,10.64,93.91,39.26,57.52,2.76,125.4,1.08,59.32,7.06,111.38,669.0,46.13,28.69,0.04
2016-11-10 16:00:00,44.35,9.55,81.6,36.75,57.52,2.76,124.13,1.08,59.24,6.25,115.77,657.18,47.06,32.25,0.04
2016-11-10 17:00:00,44.35,9.38,64.45,37.15,57.52,2.76,121.25,1.08,56.03,22.29,117.27,638.28,48.69,39.59,0.04
2016-11-10 18:00:00,44.35,9.92,64.14,34.12,57.52,2.76,110.83,1.08,50.17,37.62,132.23,627.12,66.63,33.4,0.04
