date,Rat_education_Kathryn,Rat_education_Theo,Rat_public_Kimber,Rat_office_Jamal,Rat_education_Lee,Rat_education_Kandice,Rat_office_Adele,Rat_office_Lora,Rat_public_Sharron,Rat_public_Joann,Rat_education_Calvin,Rat_public_Allie,Rat_public_Leo,Rat_public_Mark,Rat_assembly_Ezequiel
2017-03-10 18:00:00,610.68,753.84,9.34,1740.54,429.78,114.52,763.35,594.71,34.6,15.07,58.0,7.84,12.76,13.62,87.49
2017-03-10 19:00:00,632.61,706.27,16.48,800.49,501.54,123.82,646.15,293.77,38.55,11.3,53.41,5.36,13.67,19.05,81.96
2017-03-10 20:00:00,614.58,582.26,16.1,738.35,503.7,138.67,633.75,285.11,39.48,11.45,51.82,5.45,14.26,20.39,75.37
2017-03-10 21:00:00,386.62,605.73,17.47,723.81,402.99,138.66,610.44,276.63,38.12,11.38,52.08,5.49,15.4,22.11,72.04
2017-03-10 22:00:00,288.65,579.98,20.07,710.62,399.75,126.06,624.29,260.78,38.65,11.29,52.18,5.5,15.25,23.27,72.04
2017-03-10 23:00:00,280.5,539.42,21.08,696.84,310.71,126.34,638.42,243.38,38.22,11.3,46.33,5.52,14.69,24.07,58.23
2017-03-11 00:00:00,265.73,470.42,22.74,685.81,282.93,125.22,633.8,237.25,38.51,11.35,46.56,5.64,13.37,24.58,72.2
2017-03-11 01:00:00,251.04,501.14,22.97,686.78,276.78,123.04,668.43,240.54,38.78,11.65,46.55,5.68,13.93,24.26,80.68
2017-03-11 02:00:00,252.28,483.76,23.0,686.52,285.57,125.19,638.61,238.05,38.87,11.64,46.85,5.6,14.44,25.56,88.17
2017-03-11 03:00:00,251.66,481.31,22.87,698.61,283.98,125.43,672.49,232.69,39.0,11.56,46.72,5.58,14.61,25.44,92.44
2017-03-11 04:00:00,251.43,478.59,23.17,678.76,292.17,124.36,608.85,261.62,38.63,11.61,46.81,5.59,14.75,25.97,96.58
2017-03-11 05:00:00,258.72,504.85,23.68,672.42,296.73,123.79,720.15,261.73,39.49,11.63,46.52,5.55,14.85,25.65,98.83
2017-03-11 06:00:00,334.35,705.68,21.81,671.85,383.82,123.47,709.27,283.74,38.67,11.63,46.65,5.48,14.92,25.15,106.5
2017-03-11 07:00:00,564.07,815.53,26.72,675.79,484.08,120.97,722.98,288.76,37.88,10.87,46.16,5.36,13.88,23.16,109.42
2017-03-11 08:00:00,625.9,718.84,29.47,699.82,467.82,117.17,701.52,396.77,31.37,10.54,45.86,4.67,13.98,19.96,103.42
2017-03-11 09:00:00,600.79,653.95,25.08,695.11,366.15,115.78,665.42,385.96,30.91,10.81,45.75,4.68,14.05,18.69,106.4
2017-03-11 10:00:00,609.82,586.32,20.13,690.96,392.55,114.73,663.15,356.34,30.27,16.67,43.35,9.26,14.54,14.87,102.07
2017-03-11 11:00:00,595.92,559.86,15.13,703.49,458.58,118.42,613.44,349.94,30.37,19.27,43.08,9.67,14.72,14.02,105.58
2017-03-11 12:00:00,559.17,549.74,11.6,710.87,463.5,119.03,627.56,342.75,30.19,19.17,41.89,9.76,14.77,11.95,100.99
2017-03-11 13:00:00,483.15,537.97,10.92,691.42,459.69,116.94,602.48,336.41,30.68,18.85,40.94,10.22,15.79,13.2,102.44
2017-03-11 14:00:00,469.5,538.22,7.68,699.32,439.2,115.48,640.44,326.62,30.17,19.06,40.39,10.43,15.07,10.75,102.53
2017-03-11 15:00:00,469.07,556.67,8.17,685.66,397.95,114.43,566.85,326.71,30.47,18.93,40.48,10.16,14.12,11.41,101.39
2017-03-11 16:00:00,489.21,532.67,6.59,686.5,317.07,116.59,583.47,326.99,30.03,18.79,40.13,9.98,13.57,8.27,95.48
2017-03-11 17:00:00,521.12,511.68,6.09,679.19,301.86,123.41,575.32,316.15,30.14,18.29,44.67,9.87,15.73,8.5,92.16
2017-03-11 18:00:00,559.64,519.37,9.46,678.38,391.14,121.05,604.82,289.75,34.41,15.62,49.07,7.41,14.77,11.36,96.45
2017-03-11 19:00:00,378.17,515.97,14.65,681.47,351.81,122.86,595.52,258.97,37.98,11.76,50.1,5.28,16.01,18.88,98.41
2017-03-11 20:00:00,276.27,520.06,17.79,692.87,348.36,127.33,649.95,262.57,39.38,11.96,51.93,5.38,16.35,22.31,97.17
2017-03-11 21:00:00,267.45,536.42,19.34,677.78,379.74,130.2,625.26,265.42,40.23,11.96,51.24,5.35,17.25,23.66,98.16
2017-03-11 22:00:00,260.76,507.77,21.09,692.72,402.0,123.62,662.14,253.54,39.25,11.9,49.08,5.43,16.03,24.64,94.63
2017-03-11 23:00:00,261.66,509.12,20.98,689.29,314.82,122.05,645.6,252.41,39.8,12.1,49.14,5.31,16.13,23.89,92.39
2017-03-12 00:00:00,263.94,484.41,20.88,693.26,427.02,126.0,668.1,269.27,39.15,12.06,46.54,5.62,16.71,25.55,96.14
2017-03-12 01:00:00,268.16,486.68,22.11,688.02,304.59,126.08,660.33,244.15,39.37,11.83,46.6,5.56,15.8,25.42,96.08
2017-03-12 02:00:00,268.16,486.68,22.11,688.02,304.59,126.08,660.33,244.15,39.37,11.83,46.6,5.56,15.8,25.42,96.08
2017-03-12 03:00:00,263.93,479.85,21.36,681.9,306.57,123.81,694.79,249.1,39.49,12.05,46.99,5.66,15.19,25.23,99.45
2017-03-12 04:00:00,263.56,489.45,22.67,683.93,305.4,124.65,672.06,273.66,38.88,11.99,46.6,5.55,15.83,25.83,99.4
2017-03-12 05:00:00,354.86,535.23,21.78,693.25,304.71,121.2,762.69,296.69,38.9,11.97,46.71,5.46,16.91,26.68,99.52
2017-03-12 06:00:00,593.3,514.8,23.12,685.28,366.21,116.9,743.65,287.89,38.86,12.03,46.4,5.46,16.01,26.95,107.22
2017-03-12 07:00:00,663.25,515.96,22.77,693.32,448.41,116.88,731.53,297.08,33.87,11.28,46.19,5.39,16.61,23.34,103.94
2017-03-12 08:00:00,658.72,491.93,22.26,686.98,432.6,114.72,742.95,298.3,30.72,10.52,44.45,4.67,16.24,20.07,106.98
2017-03-12 09:00:00,636.37,442.39,19.87,680.44,382.77,114.31,726.31,290.09,31.07,10.53,44.15,4.63,15.45,18.22,98.06
2017-03-12 10:00:00,605.78,417.63,16.55,680.49,330.39,112.13,726.34,288.18,30.71,10.45,44.35,4.7,15.22,15.01,103.45
2017-03-12 11:00:00,550.99,345.22,12.47,680.75,412.5,111.59,649.1,284.7,30.35,10.34,42.77,4.74,15.26,13.01,97.47
2017-03-12 12:00:00,498.03,318.04,8.13,685.3,445.2,111.64,680.0,280.81,30.41,10.43,41.17,7.51,14.51,10.96,99.3
2017-03-12 13:00:00,479.59,321.22,6.41,681.03,426.36,109.42,632.01,267.18,30.47,16.59,39.88,9.24,15.08,10.21,96.84
2017-03-12 14:00:00,468.34,347.55,5.78,677.54,432.96,108.81,668.36,266.95,30.45,16.88,39.68,9.24,15.1,8.69,97.6
2017-03-12 15:00:00,471.08,361.95,5.07,683.19,387.54,104.91,588.83,257.39,30.51,16.61,39.12,9.54,15.03,8.54,97.62
2017-03-12 16:00:00,484.76,416.86,4.24,692.36,321.03,110.32,572.72,256.75,30.59,16.66,39.15,9.31,14.07,7.52,93.28
2017-03-12 17:00:00,510.46,454.35,4.28,688.1,298.92,113.76,555.71,256.7,31.79,10.21,43.15,5.18,13.47,7.19,97.42
2017-03-12 18:00:00,351.34,542.28,5.28,679.9,380.43,116.05,567.85,256.05,37.1,10.19,47.57,4.67,14.42,9.29,96.83
2017-03-12 19:00:00,302.16,530.03,9.12,671.41,385.65,119.2,576.07,271.57,39.34,11.14,48.83,5.39,15.35,17.65,97.44
2017-03-12 20:00:00,301.23,542.79,14.37,683.11,374.01,123.42,638.98,267.79,38.47,11.25,49.99,5.57,16.29,21.44,97.39
2017-03-12 21:00:00,294.81,539.04,17.63,677.72,373.5,123.86,629.85,265.75,38.55,11.45,50.17,5.55,15.47,23.2,97.81
2017-03-12 22:00:00,263.9,503.57,19.9,681.64,373.95,112.63,649.29,258.65,38.51,11.4,50.89,5.61,16.16,23.45,83.57
2017-03-12 23:00:00,262.69,538.1,19.82,699.68,321.57,114.56,664.2,255.83,39.12,11.47,45.44,5.7,15.19,23.71,87.3
2017-03-13 00:00:00,261.43,492.7,20.96,688.88,326.04,113.97,646.87,265.24,39.37,11.64,45.86,5.82,15.23,24.2,92.14
2017-03-13 01:00:00,263.21,492.93,21.19,676.28,316.2,117.09,689.19,262.48,38.28,11.45,46.62,5.8,15.65,24.57,92.67
2017-03-13 02:00:00,265.42,480.78,21.87,669.42,329.01,114.56,643.4,263.39,38.21,11.49,46.84,5.73,14.76,24.81,96.25
2017-03-13 03:00:00,260.31,505.63,22.52,710.07,313.44,117.13,701.14,268.04,37.98,11.43,46.33,5.68,15.04,24.38,99.08
2017-03-13 04:00:00,270.85,648.8,23.25,1108.1,344.43,118.17,922.96,279.82,38.5,11.37,46.16,5.67,18.17,25.44,98.64
2017-03-13 05:00:00,549.77,868.18,23.55,2058.75,364.44,119.27,1110.86,302.06,38.4,11.47,46.28,5.6,17.75,25.85,97.66
2017-03-13 06:00:00,677.56,830.74,25.53,2310.92,493.74,119.5,1058.13,514.65,39.11,11.38,48.82,5.63,17.08,26.24,98.35
2017-03-13 07:00:00,733.01,924.7,24.44,2509.81,521.31,118.99,1099.58,942.52,36.38,10.82,49.3,5.83,15.57,23.38,100.68
2017-03-13 08:00:00,761.94,936.81,24.02,2479.93,492.93,113.28,1114.79,1016.38,36.31,10.24,49.93,4.73,15.44,20.51,96.19
2017-03-13 09:00:00,745.26,902.33,21.19,2348.78,416.46,109.61,1092.31,926.24,48.12,15.57,48.41,9.03,15.59,17.76,82.56
2017-03-13 10:00:00,686.26,852.66,16.08,2228.3,344.43,107.89,1054.45,886.26,46.5,18.33,50.8,9.58,16.3,15.06,86.51
2017-03-13 11:00:00,643.15,789.84,11.47,2112.61,347.04,103.88,1032.51,858.09,45.62,18.39,53.13,9.44,14.44,12.45,83.96
2017-03-13 12:00:00,628.04,800.79,7.87,2070.88,382.92,101.45,1004.74,834.95,49.62,18.42,52.09,9.63,15.75,10.53,72.0
2017-03-13 13:00:00,607.03,720.53,6.32,2047.01,372.51,98.76,992.41,856.31,44.5,18.96,52.92,9.49,14.92,9.43,72.0
2017-03-13 14:00:00,586.64,702.83,5.39,1941.11,367.14,100.83,964.51,881.56,43.11,19.2,52.28,9.18,14.69,7.59,68.33
2017-03-13 15:00:00,586.77,713.41,5.75,1961.81,337.59,98.32,916.27,882.21,44.21,18.97,51.5,9.23,13.91,7.34,67.83
2017-03-13 16:00:00,628.94,740.11,5.79,2001.64,421.35,106.04,870.54,861.51,45.25,18.71,48.66,9.46,12.72,8.04,71.69
2017-03-13 17:00:00,648.63,754.19,5.75,2011.45,487.74,114.93,844.54,721.64,46.0,19.03,47.63,9.7,13.52,10.36,88.05
2017-03-13 18:00:00,653.52,658.7,8.67,845.08,595.14,114.76,697.06,304.24,52.15,19.01,48.07,10.15,14.68,13.78,93.46
2017-03-13 19:00:00,676.35,596.65,14.59,737.36,593.73,116.78,638.75,285.74,56.92,19.87,49.06,10.45,16.43,19.44,103.7
2017-03-13 20:00:00,477.84,592.51,16.01,726.4,480.51,120.24,641.1,284.19,55.9,19.82,49.33,9.86,17.2,19.6,100.28
2017-03-13 21:00:00,380.88,597.02,16.53,707.99,433.17,128.69,619.13,277.29,55.84,12.1,50.26,5.78,16.17,20.45,99.03
2017-03-13 22:00:00,318.96,599.51,18.15,715.77,401.31,123.49,646.32,270.86,55.16,11.63,50.75,5.52,18.15,24.86,98.61
2017-03-13 23:00:00,289.11,546.37,18.13,704.94,311.79,127.75,638.4,269.5,55.99,11.58,45.16,5.63,17.83,26.4,100.2
2017-03-14 00:00:00,281.66,539.72,18.66,720.64,299.85,129.17,664.59,249.47,55.79,11.72,45.38,5.65,16.81,26.7,98.69
2017-03-14 01:00:00,282.34,542.99,18.32,688.69,287.46,127.74,672.69,278.41,51.72,11.53,46.31,5.69,16.26,26.8,98.32
2017-03-14 02:00:00,283.81,552.91,19.3,685.66,282.75,125.24,650.23,276.27,51.99,11.55,45.73,5.61,16.06,27.06,98.81
2017-03-14 03:00:00,283.06,529.29,18.83,691.09,281.4,122.21,678.07,267.67,51.01,11.63,45.89,5.54,16.29,27.55,98.8
2017-03-14 04:00:00,295.06,702.33,18.67,688.53,378.72,119.64,849.72,289.27,51.23,11.52,45.53,5.56,16.96,27.78,97.49
2017-03-14 05:00:00,547.21,905.81,18.62,1515.04,386.43,119.98,1083.36,311.64,51.04,11.59,46.4,5.53,17.06,27.28,97.92
2017-03-14 06:00:00,648.07,849.57,17.85,2175.09,494.4,114.47,1036.13,441.78,51.57,11.44,46.25,5.54,15.51,25.54,96.7
2017-03-14 07:00:00,671.32,918.79,19.3,2142.66,472.98,121.24,1030.84,808.02,47.2,11.24,46.32,5.83,17.94,24.0,98.57
2017-03-14 08:00:00,692.45,894.06,19.61,2186.33,484.08,125.04,1045.17,1001.2,44.08,10.45,44.68,5.24,18.29,20.29,92.79
2017-03-14 09:00:00,685.42,889.08,21.37,2183.89,467.7,119.47,1044.63,859.29,43.77,10.35,42.51,4.61,17.4,18.9,80.16
2017-03-14 10:00:00,707.23,928.68,20.79,2131.85,480.87,116.23,1050.23,771.36,43.3,10.6,44.18,5.05,17.64,17.96,79.88
2017-03-14 11:00:00,744.9,956.51,19.99,2093.38,502.38,112.41,1057.7,718.76,43.9,15.53,43.11,9.32,17.19,16.46,80.01
2017-03-14 12:00:00,734.09,901.04,17.59,2059.62,532.62,113.51,1039.94,679.67,45.3,18.86,43.28,10.23,17.19,16.69,80.47
2017-03-14 13:00:00,728.28,868.71,17.04,1991.45,522.36,113.94,1041.97,649.82,45.49,20.06,41.9,9.98,16.68,16.51,76.99
2017-03-14 14:00:00,722.3,835.52,17.68,1866.44,496.26,111.82,988.64,635.92,43.46,20.01,43.0,9.46,16.24,14.67,81.18
2017-03-14 15:00:00,692.05,806.39,18.99,1910.42,487.29,117.32,955.89,624.7,42.2,19.7,42.61,9.36,16.31,15.08,120.08
2017-03-14 16:00:00,646.03,799.11,20.06,1948.88,467.97,128.17,944.94,624.77,42.25,20.59,43.3,9.52,15.97,15.31,120.89
2017-03-14 17:00:00,637.01,798.19,18.42,1928.59,471.06,138.34,908.3,561.74,44.6,19.67,46.9,9.11,16.93,14.9,120.85
2017-03-14 18:00:00,643.93,708.91,20.81,792.54,543.0,140.72,676.81,332.81,49.63,19.56,51.51,9.02,17.0,15.54,118.67
2017-03-14 19:00:00,659.76,608.97,20.92,720.42,555.36,148.56,726.79,334.57,50.36,20.4,53.27,9.74,18.55,21.8,120.77
2017-03-14 20:00:00,420.97,632.64,23.17,722.49,440.55,150.1,604.13,332.28,49.65,20.89,53.44,9.9,17.64,24.18,115.41
2017-03-14 21:00:00,327.52,646.24,22.3,717.7,421.62,147.75,679.79,311.21,49.31,13.61,53.49,6.43,17.77,25.03,116.24
2017-03-14 22:00:00,324.94,640.68,23.17,716.2,428.4,135.35,625.03,293.15,48.81,13.48,53.42,5.42,17.49,28.65,109.17
2017-03-14 23:00:00,302.77,568.33,24.98,719.5,304.86,134.28,703.53,289.95,48.48,13.48,47.24,5.59,18.15,29.71,113.57
2017-03-15 00:00:00,295.45,572.32,26.62,746.0,286.89,134.35,652.77,284.47,48.7,13.52,47.3,5.56,17.37,30.2,113.64
2017-03-15 01:00:00,299.58,593.55,25.98,720.46,358.29,134.39,693.25,284.94,48.84,13.48,47.19,5.55,17.26,30.0,114.62
2017-03-15 02:00:00,300.26,587.81,27.27,724.76,355.56,135.4,652.18,289.3,48.73,13.3,47.05,5.49,17.16,30.36,114.6
2017-03-15 03:00:00,296.97,608.17,27.49,727.97,347.01,131.92,705.41,294.37,49.15,13.54,47.06,5.48,17.35,30.89,114.42
2017-03-15 04:00:00,311.38,730.62,28.65,723.77,359.79,130.7,943.36,315.84,48.84,13.62,47.12,5.43,17.36,31.28,114.51
2017-03-15 05:00:00,602.04,963.31,27.8,1738.25,395.28,130.81,1117.02,334.77,48.93,13.55,46.68,5.4,17.99,31.1,112.87
2017-03-15 06:00:00,714.74,928.45,27.8,2436.88,489.96,126.19,1097.28,451.95,49.76,13.44,55.56,5.45,19.37,31.98,113.01
2017-03-15 07:00:00,736.75,948.15,30.21,2395.05,514.17,126.85,1108.05,817.42,45.77,12.6,52.54,5.12,19.87,27.29,111.92
2017-03-15 08:00:00,748.19,895.95,29.26,2382.97,537.39,125.03,1150.82,915.63,45.73,12.1,50.98,4.55,19.37,25.0,114.24
2017-03-15 09:00:00,759.89,851.54,26.17,2316.77,545.16,125.98,1186.9,821.84,46.64,17.82,54.81,7.6,17.63,24.78,90.13
2017-03-15 10:00:00,775.83,884.82,25.01,2263.66,546.57,128.63,1167.85,770.02,48.15,20.79,55.76,9.56,16.45,24.07,68.39
2017-03-15 11:00:00,775.92,884.96,21.86,2193.39,541.53,126.3,1135.92,733.79,49.6,20.51,52.36,9.75,15.59,23.74,64.66
2017-03-15 12:00:00,754.51,910.63,19.07,2189.02,526.8,127.38,1102.15,718.76,49.39,20.32,55.22,9.86,16.27,22.05,66.99
2017-03-15 13:00:00,737.63,899.13,19.48,2235.88,543.15,129.74,1077.73,713.95,51.15,19.72,51.44,9.54,16.03,21.41,74.03
2017-03-15 14:00:00,728.69,893.7,21.33,2246.1,525.3,131.56,1067.25,716.76,48.45,20.83,50.69,9.54,15.76,22.23,76.34
2017-03-15 15:00:00,722.9,880.91,23.15,2246.98,520.65,133.68,1075.55,710.84,46.46,20.9,51.13,9.8,14.57,20.11,72.74
2017-03-15 16:00:00,702.85,877.7,24.25,2295.85,518.07,138.23,1032.17,697.7,46.48,20.6,50.58,9.9,15.12,19.21,68.99
2017-03-15 17:00:00,671.92,847.27,22.47,2131.71,511.56,142.02,964.35,631.36,47.99,20.09,54.35,10.28,14.49,17.53,70.19
2017-03-15 18:00:00,662.48,739.47,23.1,899.38,615.84,140.81,747.62,379.64,52.97,18.93,59.63,10.47,15.23,18.33,72.16
2017-03-15 19:00:00,675.08,634.85,22.44,778.52,609.3,142.04,754.21,357.48,53.26,20.02,52.98,10.73,15.89,22.28,69.86
2017-03-15 20:00:00,423.93,641.42,24.03,741.49,475.44,143.41,742.39,349.17,51.53,20.66,52.02,10.56,16.67,25.64,65.68
2017-03-15 21:00:00,320.06,654.56,24.64,720.82,457.47,142.34,697.67,331.01,50.88,13.94,51.87,5.61,16.46,25.78,65.41
2017-03-15 22:00:00,312.63,619.82,24.74,714.19,444.33,128.2,743.12,313.0,51.13,13.08,51.57,5.42,16.81,27.2,82.51
2017-03-15 23:00:00,297.95,570.55,25.65,715.57,309.78,129.79,707.82,300.59,51.13,13.14,46.53,5.6,16.73,26.36,90.45
2017-03-16 00:00:00,279.16,565.19,25.2,738.64,291.3,126.97,752.31,285.52,51.92,13.09,46.11,5.64,16.59,26.45,90.67
2017-03-16 01:00:00,276.13,557.99,25.74,714.47,352.62,126.81,702.6,283.53,51.61,12.91,46.83,5.61,17.28,27.16,91.02
2017-03-16 02:00:00,275.06,573.71,25.62,710.41,351.39,126.11,746.15,275.24,50.87,13.02,46.51,5.69,17.79,27.1,90.46
2017-03-16 03:00:00,275.85,560.75,25.91,695.64,343.02,124.43,704.77,283.21,50.52,13.03,46.61,5.56,18.12,26.4,90.18
2017-03-16 04:00:00,292.18,709.84,25.58,682.81,336.81,123.79,960.17,296.13,50.8,13.13,46.45,5.57,18.41,26.97,89.91
2017-03-16 05:00:00,582.47,941.63,25.58,1616.55,382.05,122.17,1141.35,318.76,52.17,13.02,46.13,5.53,18.88,27.3,89.37
2017-03-16 06:00:00,709.72,909.57,24.2,2481.91,476.97,121.45,1089.98,407.36,51.84,12.92,48.21,5.57,18.97,27.7,74.03
2017-03-16 07:00:00,749.26,974.6,26.29,2461.33,525.12,121.23,1111.36,770.5,46.87,11.98,49.79,5.15,19.86,25.02,63.83
2017-03-16 08:00:00,785.24,973.68,25.06,2325.35,558.51,115.86,1121.71,839.47,43.88,11.53,51.12,4.57,19.08,21.06,68.29
2017-03-16 09:00:00,784.93,968.48,22.84,2147.23,546.21,113.91,1102.78,739.43,43.42,11.37,54.13,4.57,17.6,19.21,61.43
2017-03-16 10:00:00,757.22,963.87,20.33,1988.72,528.45,117.38,1059.86,697.72,45.85,11.47,53.1,4.6,15.46,18.5,64.53
2017-03-16 11:00:00,740.89,921.32,18.71,1943.16,498.99,117.77,1047.37,688.07,45.4,11.87,50.01,4.63,15.13,18.43,75.68
2017-03-16 12:00:00,728.7,877.37,14.99,2000.95,466.71,115.41,1045.93,691.74,48.04,12.27,49.71,7.0,14.97,19.15,93.06
2017-03-16 13:00:00,708.22,863.01,14.45,1987.14,444.18,116.3,1032.35,796.82,46.37,18.52,47.16,9.32,15.35,18.67,91.73
2017-03-16 14:00:00,691.27,858.2,14.92,1979.41,403.53,117.98,1012.44,824.44,47.63,19.49,46.96,9.61,15.88,15.86,95.29
2017-03-16 15:00:00,688.6,866.31,13.26,1865.64,384.03,116.29,952.34,845.04,45.56,19.34,45.48,9.46,15.52,15.31,99.52
2017-03-16 16:00:00,683.48,844.48,10.98,1872.47,375.75,117.74,886.0,845.93,45.7,20.06,47.82,9.63,15.24,11.67,96.64
2017-03-16 17:00:00,655.67,838.67,10.11,1849.59,399.9,120.06,817.3,696.87,45.62,20.09,52.97,10.27,15.77,10.46,95.92
2017-03-16 18:00:00,649.89,745.76,12.64,884.18,545.76,123.34,668.61,358.1,50.23,20.36,56.9,10.07,17.61,12.9,95.57
2017-03-16 19:00:00,666.92,635.63,15.89,766.63,570.3,128.49,661.57,335.86,50.28,20.69,53.35,11.26,16.53,19.26,93.41
2017-03-16 20:00:00,408.94,630.75,18.23,731.32,419.04,132.18,686.97,323.36,50.01,20.52,49.0,10.71,18.72,23.26,94.01
2017-03-16 21:00:00,306.38,611.66,18.67,714.4,410.13,134.79,630.3,316.97,50.46,14.46,48.05,6.39,18.41,24.14,94.91
2017-03-16 22:00:00,300.4,586.34,19.52,696.75,405.57,120.51,684.03,288.65,50.31,13.48,48.51,5.35,19.55,24.26,111.35
2017-03-16 23:00:00,287.37,518.71,20.73,683.86,339.81,120.29,653.1,273.89,50.01,13.32,43.06,5.41,18.58,25.44,118.18
2017-03-17 00:00:00,270.01,556.07,20.31,691.84,321.75,119.97,675.18,271.38,50.13,13.2,43.92,5.47,18.38,24.81,109.71
2017-03-17 01:00:00,268.55,531.43,20.79,675.05,319.14,120.38,656.41,275.64,50.13,13.38,43.35,5.41,18.63,25.33,104.52
2017-03-17 02:00:00,267.54,525.72,21.81,673.85,316.8,119.22,681.09,275.65,49.98,13.28,44.27,5.36,19.46,25.36,107.89
2017-03-17 03:00:00,271.62,531.35,22.81,679.21,316.14,118.36,673.26,283.21,50.4,13.26,44.51,5.29,19.47,25.76,99.88
2017-03-17 04:00:00,283.6,718.27,22.52,678.44,323.16,115.92,874.48,297.83,50.53,13.22,44.16,5.26,20.48,26.14,102.81
2017-03-17 05:00:00,557.71,913.8,23.7,1465.56,353.97,115.66,1095.49,315.72,50.5,13.44,44.13,5.24,19.09,26.32,101.89
2017-03-17 06:00:00,675.25,874.64,25.54,2186.05,475.62,114.0,1061.73,403.88,51.77,13.39,44.66,5.28,17.17,27.48,91.34
2017-03-17 07:00:00,706.62,925.1,24.2,2173.55,531.66,118.06,1072.74,754.29,47.86,12.29,46.91,4.88,15.42,24.15,93.47
2017-03-17 08:00:00,738.05,913.76,24.57,2112.44,489.66,110.86,1081.21,955.41,44.83,12.06,49.03,4.49,16.43,20.69,92.5
2017-03-17 09:00:00,743.68,907.12,20.76,1893.55,418.11,101.95,1033.05,862.93,42.91,17.42,51.41,9.52,15.9,18.07,91.07
2017-03-17 10:00:00,725.03,875.34,10.14,1778.77,345.72,104.32,1000.93,837.25,44.01,21.18,49.52,9.5,16.3,13.65,93.0
2017-03-17 11:00:00,719.9,786.6,9.65,1775.2,322.95,103.46,972.3,821.03,45.02,21.68,48.0,9.66,16.73,10.31,95.16
2017-03-17 12:00:00,696.77,766.61,8.41,1814.2,350.13,99.04,954.19,756.7,44.26,21.05,44.8,9.52,16.37,8.34,87.48
2017-03-17 13:00:00,632.61,729.71,8.06,1816.46,388.71,98.5,935.76,718.02,43.88,20.88,45.22,9.44,15.0,8.4,93.18
2017-03-17 14:00:00,571.17,725.71,7.57,1851.25,385.62,99.79,891.39,754.32,43.23,20.97,44.69,9.08,14.6,9.77,95.93
2017-03-17 15:00:00,565.54,706.89,7.15,1712.86,353.16,95.9,863.25,803.19,42.86,20.87,43.74,9.01,14.43,8.08,95.59
2017-03-17 16:00:00,623.07,757.78,8.09,1705.22,371.94,106.81,824.1,801.7,41.94,21.07,42.35,8.93,16.81,10.14,94.25
2017-03-17 17:00:00,629.67,784.6,7.87,1735.32,403.92,111.54,797.89,695.88,43.62,17.05,42.94,6.89,14.69,9.87,95.15
2017-03-17 18:00:00,638.5,691.88,8.43,850.42,523.29,114.6,643.89,317.91,47.49,12.23,47.11,4.96,14.33,11.61,96.46
2017-03-17 19:00:00,653.11,607.25,9.03,745.68,468.81,118.14,647.77,296.18,48.18,13.05,46.63,5.36,16.77,17.52,94.65
2017-03-17 20:00:00,417.23,581.13,8.66,719.79,391.08,121.87,615.61,293.3,48.47,13.13,47.69,5.38,16.09,19.0,92.33
2017-03-17 21:00:00,328.66,587.69,9.06,707.7,443.97,124.93,586.99,286.15,47.85,13.14,48.21,5.38,15.64,21.25,93.21
2017-03-17 22:00:00,319.95,559.23,9.73,691.15,394.89,108.98,628.09,260.14,48.51,13.05,48.22,5.48,14.86,20.54,75.34
2017-03-17 23:00:00,318.51,499.78,9.56,665.09,279.9,109.05,608.17,237.81,48.19,13.23,42.63,5.61,14.35,20.22,77.25
2017-03-18 00:00:00,286.48,504.54,10.14,671.24,265.95,106.39,651.09,234.8,48.04,13.22,42.33,5.7,14.02,20.35,80.83
2017-03-18 01:00:00,286.56,499.05,10.22,666.39,264.63,107.71,593.85,230.36,48.06,13.15,42.41,5.6,13.22,21.74,82.34
2017-03-18 02:00:00,286.73,508.47,11.51,665.68,265.86,105.77,659.49,234.64,47.58,13.18,42.42,5.55,14.11,21.39,87.14
2017-03-18 03:00:00,289.8,500.64,11.54,663.97,263.16,103.31,594.62,229.76,48.35,13.29,43.03,5.51,14.07,21.43,87.76
2017-03-18 04:00:00,289.85,536.7,12.4,663.62,263.07,104.86,669.96,251.13,48.02,13.19,42.67,5.52,14.06,20.86,88.68
2017-03-18 05:00:00,356.51,747.23,12.66,659.59,268.14,106.92,663.69,276.93,48.36,13.07,42.68,5.46,15.15,20.78,89.26
2017-03-18 06:00:00,574.45,835.0,12.47,663.83,329.43,106.59,706.68,281.01,47.21,13.11,42.57,5.44,14.59,21.27,85.31
2017-03-18 07:00:00,641.71,781.26,12.83,662.58,363.81,106.78,657.98,369.16,42.14,12.68,43.09,5.39,16.34,18.42,87.55
2017-03-18 08:00:00,643.66,778.35,12.7,669.28,380.19,107.42,685.49,372.81,39.66,11.83,40.4,4.84,15.28,15.2,87.37
2017-03-18 09:00:00,658.2,814.17,11.95,672.55,394.02,105.05,672.71,364.31,39.09,16.37,40.97,8.45,14.81,13.7,87.53
2017-03-18 10:00:00,623.52,752.34,10.38,691.26,349.44,104.45,665.73,346.96,39.46,19.64,39.64,9.9,14.68,11.79,47.73
2017-03-18 11:00:00,562.58,680.05,7.69,671.02,378.81,100.24,627.78,330.93,38.58,20.51,39.28,9.44,14.16,7.92,27.11
2017-03-18 12:00:00,497.94,648.96,6.64,670.52,417.54,95.77,578.08,326.66,38.25,20.01,38.28,9.63,13.62,7.89,28.71
