date,Fox_lodging_Helen,Fox_education_Andre,Fox_assembly_Tony,Fox_education_Claire,Fox_education_Ray,Fox_office_Thelma,Fox_office_Karima,Fox_office_Clayton,Fox_education_Yolande,Fox_office_Edythe,Fox_education_Ollie,Fox_assembly_Audrey,Fox_assembly_Sheldon,Fox_lodging_Stephen,Fox_education_Eddy
2016-12-17 00:00:00,237.23,427.92,30.63,26.38,60.46,86.16,30.22,41.95,488.08,100.36,75.56,8.53,54.3,68.69,138.43
2016-12-17 01:00:00,236.78,404.38,30.81,25.74,63.51,86.44,24.32,35.94,486.56,99.34,74.4,8.51,55.1,69.23,135.95
2016-12-17 02:00:00,240.35,382.47,30.84,26.06,66.1,87.24,23.39,33.77,482.03,98.67,75.84,8.49,56.48,70.0,142.34
2016-12-17 03:00:00,229.62,401.87,30.31,25.12,68.85,87.25,24.62,33.08,483.74,97.68,74.37,8.34,57.35,81.15,147.83
2016-12-17 04:00:00,228.35,391.86,31.24,24.68,72.74,85.67,23.63,33.26,480.88,96.95,73.71,8.48,70.01,69.36,348.62
2016-12-17 05:00:00,233.55,380.6,30.73,24.71,75.97,91.49,23.93,53.09,481.88,96.7,86.14,12.67,74.35,68.64,388.94
2016-12-17 06:00:00,238.6,427.94,46.22,24.63,78.28,96.92,23.69,68.23,489.4,96.52,89.74,14.34,100.34,68.36,374.46
2016-12-17 07:00:00,237.97,386.97,47.84,27.6,81.65,126.96,55.52,67.73,495.58,96.38,89.87,14.2,113.7,68.68,389.5
2016-12-17 08:00:00,226.05,418.42,47.63,33.54,79.37,126.42,71.66,61.91,492.8,97.08,90.92,13.92,120.65,64.51,375.18
2016-12-17 09:00:00,197.52,406.56,64.37,33.61,76.55,125.09,71.22,61.84,488.73,100.99,92.53,13.88,124.55,63.57,341.19
2016-12-17 10:00:00,164.22,424.23,64.61,33.43,74.59,125.73,71.88,62.22,495.21,100.19,92.01,13.88,127.38,64.26,316.21
2016-12-17 11:00:00,151.58,438.45,65.59,33.37,70.56,125.11,73.2,61.23,505.89,99.87,92.73,13.94,120.73,63.62,306.06
2016-12-17 12:00:00,153.07,446.89,66.42,33.04,68.95,127.1,73.3,61.01,512.94,99.97,93.83,13.96,125.89,63.49,303.04
2016-12-17 13:00:00,156.83,413.79,67.53,33.23,65.96,128.85,75.24,61.24,512.07,93.19,94.25,13.99,131.01,65.09,291.75
2016-12-17 14:00:00,167.67,444.59,68.06,33.15,66.28,126.59,81.31,60.66,514.16,89.41,95.32,13.95,120.13,66.31,301.31
2016-12-17 15:00:00,200.6,441.75,65.59,33.28,68.73,123.19,82.57,60.56,521.82,90.81,94.29,13.67,123.27,69.04,304.13
2016-12-17 16:00:00,235.53,420.02,66.09,33.29,68.1,120.24,69.32,60.6,514.36,90.62,94.86,13.89,116.45,65.37,319.26
2016-12-17 17:00:00,244.27,431.84,67.97,26.91,70.58,113.11,21.47,63.61,507.93,94.03,98.91,14.06,120.38,72.31,338.08
2016-12-17 18:00:00,258.1,446.04,72.82,25.07,74.8,115.3,23.89,67.31,511.57,95.46,95.93,14.32,121.12,68.55,350.38
2016-12-17 19:00:00,260.25,410.62,73.17,25.7,76.84,104.02,23.67,67.55,506.06,96.09,99.24,14.42,119.41,68.98,357.99
2016-12-17 20:00:00,253.03,413.87,55.86,25.53,78.52,107.75,23.84,68.54,503.93,95.73,94.76,14.36,93.57,69.77,357.48
2016-12-17 21:00:00,246.98,410.64,51.36,25.3,79.43,103.24,23.47,68.55,499.59,97.28,93.4,14.35,60.83,79.44,366.27
2016-12-17 22:00:00,243.87,412.97,40.92,24.93,82.19,109.74,22.93,69.09,487.59,96.77,80.08,14.38,62.79,73.93,261.04
2016-12-17 23:00:00,231.9,392.77,36.34,25.91,82.43,115.28,23.98,62.05,478.66,97.25,76.0,10.23,64.55,78.47,150.63
2016-12-18 00:00:00,230.4,394.47,31.18,25.87,82.74,110.32,26.64,33.76,483.83,96.81,76.3,8.56,65.42,75.05,151.67
2016-12-18 01:00:00,237.55,390.42,31.09,25.71,83.84,119.1,23.71,32.64,476.85,97.55,76.54,8.49,67.13,69.41,154.47
2016-12-18 02:00:00,228.88,403.48,30.93,25.19,83.85,114.51,23.86,32.25,473.94,97.23,75.43,8.48,66.33,80.66,160.06
2016-12-18 03:00:00,234.6,388.58,31.4,25.54,85.0,116.76,23.82,32.03,476.18,96.71,74.22,8.51,66.82,74.65,161.26
2016-12-18 04:00:00,225.72,411.27,31.04,25.03,84.51,117.9,24.41,32.01,479.84,97.05,75.35,8.58,77.06,69.66,387.92
2016-12-18 05:00:00,236.37,372.74,31.49,25.13,84.96,127.09,24.03,49.35,471.85,96.79,84.98,12.63,86.72,69.59,427.84
2016-12-18 06:00:00,237.62,393.31,31.32,25.13,85.45,116.79,23.29,68.28,482.54,97.23,89.79,14.25,120.45,69.02,413.58
2016-12-18 07:00:00,236.95,380.96,29.73,32.91,85.54,135.12,48.95,68.2,484.92,101.08,90.13,14.28,116.02,67.56,408.04
2016-12-18 08:00:00,227.73,382.64,47.44,33.29,84.11,127.14,61.83,62.46,482.23,95.13,91.64,13.95,121.03,64.49,390.78
2016-12-18 09:00:00,195.53,381.56,56.74,33.21,81.49,117.77,67.66,62.17,488.0,100.39,93.4,13.88,138.42,62.9,361.97
2016-12-18 10:00:00,159.8,400.32,50.22,33.48,80.4,109.28,68.84,61.19,489.91,100.64,94.49,13.89,141.45,64.83,331.05
2016-12-18 11:00:00,152.93,438.46,51.11,33.14,78.7,110.8,68.33,60.51,503.02,99.07,94.71,13.89,151.44,66.38,316.21
2016-12-18 12:00:00,146.7,406.67,56.29,32.97,73.77,105.88,70.08,60.41,502.52,100.01,93.91,13.46,143.77,66.74,308.16
2016-12-18 13:00:00,161.65,424.55,69.89,33.67,72.02,104.32,70.37,60.74,506.75,102.21,93.04,13.68,142.57,69.62,305.98
2016-12-18 14:00:00,178.03,429.34,68.55,33.36,69.28,103.61,69.75,60.79,517.73,100.62,98.9,13.88,143.3,68.36,319.11
2016-12-18 15:00:00,195.17,424.0,67.01,33.09,68.95,103.24,72.13,60.44,517.11,100.29,99.79,13.92,136.07,66.54,318.79
2016-12-18 16:00:00,239.73,427.37,72.67,33.03,72.55,101.21,61.42,60.93,520.96,93.82,97.09,13.89,130.44,71.5,335.08
2016-12-18 17:00:00,244.67,420.45,72.03,34.5,74.88,99.4,21.33,64.05,515.16,95.34,98.18,14.12,127.8,74.42,347.36
2016-12-18 18:00:00,250.02,419.75,77.95,35.64,74.51,100.98,23.6,67.33,531.62,96.43,98.78,14.0,129.12,72.93,348.67
2016-12-18 19:00:00,245.32,448.06,79.71,35.28,77.46,94.89,23.73,67.37,512.81,96.68,100.8,14.24,128.86,73.68,370.98
2016-12-18 20:00:00,246.47,411.05,62.33,24.61,79.4,104.61,23.08,67.41,500.09,96.82,99.8,14.29,93.2,73.69,213.75
2016-12-18 21:00:00,253.65,421.44,55.31,24.84,80.05,109.62,23.86,67.33,484.37,98.07,99.86,14.34,60.96,72.69,160.94
2016-12-18 22:00:00,253.92,404.14,40.23,25.28,81.85,106.47,23.27,68.73,477.48,98.68,90.79,14.34,63.42,75.98,162.33
2016-12-18 23:00:00,229.0,423.44,41.93,24.76,81.05,109.04,23.36,61.84,480.34,95.33,86.77,10.12,64.84,77.03,168.01
2016-12-19 00:00:00,229.33,408.76,54.59,25.05,80.92,112.66,26.24,33.69,477.95,96.89,86.53,8.49,68.0,72.86,165.37
2016-12-19 01:00:00,224.77,382.36,53.32,24.69,82.52,109.95,23.86,32.73,476.19,97.52,85.03,8.49,69.04,71.22,165.49
2016-12-19 02:00:00,224.42,388.72,52.34,25.24,82.46,115.59,23.23,32.39,481.58,97.49,83.2,8.54,66.37,70.41,391.8
2016-12-19 03:00:00,225.43,417.16,50.63,24.51,82.32,111.38,55.53,32.03,479.77,97.57,82.9,8.47,68.35,71.15,434.81
2016-12-19 04:00:00,227.73,395.21,49.63,26.09,82.1,112.27,66.93,32.2,476.84,97.96,76.77,8.41,76.43,70.21,414.46
2016-12-19 05:00:00,230.25,408.45,65.45,38.18,81.76,121.15,67.29,45.96,480.07,100.44,87.05,12.51,92.59,70.15,406.65
2016-12-19 06:00:00,235.68,399.71,75.84,61.24,82.78,134.42,66.85,60.92,492.59,106.36,91.38,14.22,131.06,70.22,409.6
2016-12-19 07:00:00,234.23,432.91,71.79,72.03,93.57,142.99,68.84,66.0,511.21,109.54,91.0,14.46,129.28,69.74,405.36
2016-12-19 08:00:00,222.98,405.9,56.74,77.19,95.09,172.33,75.49,65.31,528.49,110.76,97.09,16.37,128.98,68.93,404.19
2016-12-19 09:00:00,195.3,467.94,55.48,79.21,87.12,183.14,80.59,77.23,533.16,111.83,101.73,15.85,135.27,64.66,374.59
2016-12-19 10:00:00,167.23,514.33,58.35,82.46,82.53,180.66,85.31,77.32,590.7,114.18,104.49,16.03,135.25,64.74,337.13
2016-12-19 11:00:00,158.82,484.31,58.12,84.84,75.61,187.11,98.64,77.5,593.56,115.63,107.36,15.89,130.52,63.1,323.12
2016-12-19 12:00:00,150.98,545.23,68.0,81.63,71.58,184.96,98.49,76.81,576.78,115.7,104.91,16.88,130.66,65.19,322.9
2016-12-19 13:00:00,162.37,531.54,66.84,79.09,70.03,184.42,101.11,79.36,585.57,117.46,106.33,17.49,136.99,64.39,303.63
2016-12-19 14:00:00,182.0,497.97,64.03,76.25,72.09,182.59,103.27,80.79,605.76,113.09,103.38,17.41,141.1,67.27,313.09
2016-12-19 15:00:00,198.98,538.8,64.63,77.66,67.5,180.44,103.0,98.54,568.86,112.44,107.41,15.94,135.33,65.03,312.94
2016-12-19 16:00:00,234.4,486.79,72.61,77.66,67.59,174.67,101.14,89.2,580.58,107.12,105.12,14.24,133.16,66.59,305.04
2016-12-19 17:00:00,254.82,469.8,73.19,77.66,67.34,147.36,98.12,76.62,557.55,109.42,102.79,13.64,142.06,69.71,318.9
2016-12-19 18:00:00,256.32,454.25,60.05,77.66,67.89,133.47,95.88,68.82,545.01,107.5,100.65,14.54,141.57,81.9,323.33
2016-12-19 19:00:00,261.18,484.0,57.74,77.66,70.86,114.81,95.25,69.81,534.3,102.11,97.8,14.6,129.0,75.26,330.65
2016-12-19 20:00:00,254.25,430.73,76.42,77.66,70.32,102.65,98.15,80.42,516.56,100.57,99.43,14.54,77.97,86.81,333.29
2016-12-19 21:00:00,268.03,454.28,83.77,77.66,72.24,102.69,83.86,77.71,506.91,104.21,99.99,14.63,60.14,75.3,340.26
2016-12-19 22:00:00,247.65,441.44,69.62,77.66,75.9,106.08,24.7,72.71,502.79,104.83,87.36,14.46,65.8,71.4,258.33
2016-12-19 23:00:00,237.77,432.32,54.83,77.66,73.84,101.05,23.13,63.72,495.54,103.46,78.74,10.26,68.47,71.95,158.16
2016-12-20 00:00:00,230.27,431.16,33.8,77.66,74.08,104.37,23.37,37.46,501.12,98.33,78.37,8.82,66.41,73.48,163.74
2016-12-20 01:00:00,226.53,388.83,51.98,77.66,74.27,106.53,23.31,35.82,486.96,97.7,79.3,8.85,69.39,71.33,157.29
2016-12-20 02:00:00,225.82,402.1,51.88,77.66,74.21,108.09,22.99,34.27,490.41,96.78,79.0,8.59,67.58,70.46,360.75
2016-12-20 03:00:00,225.38,393.06,50.92,77.66,75.66,101.31,22.36,33.9,487.33,98.19,77.47,8.64,68.24,69.13,397.4
2016-12-20 04:00:00,228.12,402.66,50.18,77.66,74.8,103.38,23.77,34.33,489.7,97.57,80.06,8.6,75.34,68.91,382.05
2016-12-20 05:00:00,236.0,417.89,61.55,77.66,74.95,101.87,22.59,51.33,493.59,98.55,92.26,12.72,89.33,67.91,366.99
2016-12-20 06:00:00,233.83,425.79,71.13,77.66,76.1,128.12,53.56,70.82,502.76,104.44,96.96,14.33,113.64,68.27,367.77
2016-12-20 07:00:00,233.4,402.43,66.86,77.66,82.94,134.06,73.48,72.22,522.99,107.5,96.79,17.14,131.76,71.43,366.56
2016-12-20 08:00:00,231.55,428.35,52.28,77.66,85.43,163.51,79.75,70.09,546.97,109.0,101.06,18.27,129.07,65.43,375.14
2016-12-20 09:00:00,212.13,466.41,56.33,77.66,82.02,174.13,87.09,80.14,578.28,108.58,102.82,17.95,131.57,65.05,354.07
2016-12-20 10:00:00,180.43,501.04,55.27,77.66,76.12,174.03,96.45,82.72,588.88,111.28,101.56,17.73,138.58,64.33,332.35
2016-12-20 11:00:00,155.23,509.04,54.63,77.66,73.13,187.17,101.6,85.41,594.05,112.41,101.21,17.75,147.1,63.96,311.87
2016-12-20 12:00:00,163.25,481.66,57.2,77.66,69.29,190.38,107.26,86.07,582.1,112.26,102.92,17.69,143.5,63.63,296.89
2016-12-20 13:00:00,163.75,509.08,61.54,77.66,66.68,184.26,113.48,88.26,599.38,112.71,100.18,19.9,138.94,65.25,282.39
2016-12-20 14:00:00,193.72,513.51,69.39,77.66,66.2,181.47,115.26,88.72,571.21,113.18,105.23,21.03,133.64,63.39,276.4
2016-12-20 15:00:00,215.85,504.99,69.86,77.66,69.03,180.43,115.57,89.0,576.26,111.94,109.34,20.59,136.86,66.45,285.66
2016-12-20 16:00:00,236.55,491.53,68.51,77.66,66.64,171.77,113.71,88.26,579.7,110.1,109.01,21.05,125.6,64.82,301.1
2016-12-20 17:00:00,242.1,468.95,70.15,77.66,66.64,145.09,110.07,74.14,549.05,110.23,107.3,17.12,122.16,67.1,303.94
2016-12-20 18:00:00,254.55,457.54,56.16,77.66,64.67,128.55,107.46,68.01,545.0,108.0,102.31,13.36,115.13,73.89,304.31
2016-12-20 19:00:00,253.03,422.41,73.33,77.66,67.49,112.27,109.17,67.01,529.75,106.25,98.03,13.13,112.12,70.63,314.98
2016-12-20 20:00:00,246.98,449.99,81.46,77.66,67.87,99.19,107.97,67.08,513.04,106.75,99.2,13.17,79.79,70.32,317.23
2016-12-20 21:00:00,254.77,430.29,78.52,77.66,69.16,92.21,88.31,66.82,506.23,99.35,96.83,12.78,58.28,75.77,327.09
2016-12-20 22:00:00,239.67,419.38,60.94,77.66,68.15,96.72,22.52,67.13,499.53,101.98,82.6,13.2,58.58,74.34,248.85
2016-12-20 23:00:00,235.37,423.73,48.75,77.66,68.27,96.0,23.04,60.54,506.59,102.52,77.3,9.08,57.59,71.05,157.07
2016-12-21 00:00:00,229.22,409.5,29.68,77.66,69.69,89.96,24.24,32.57,495.76,101.99,75.4,7.39,63.05,68.47,145.18
2016-12-21 01:00:00,225.03,383.37,30.35,77.66,70.8,91.89,24.67,31.52,496.98,99.54,75.7,7.42,58.58,68.21,153.24
2016-12-21 02:00:00,225.52,387.26,30.13,77.66,70.89,93.22,26.09,31.54,499.56,95.77,76.53,7.4,58.8,68.72,349.2
2016-12-21 03:00:00,222.5,381.76,29.72,77.66,70.54,90.28,24.28,31.44,489.83,96.82,77.63,7.41,60.2,68.17,366.22
2016-12-21 04:00:00,224.55,393.45,30.43,77.66,70.11,88.75,23.89,31.53,493.25,96.99,76.83,7.39,67.37,67.95,352.27
2016-12-21 05:00:00,230.23,386.78,43.55,77.66,70.55,94.32,22.64,50.2,492.27,98.54,88.25,11.53,79.15,67.99,344.14
2016-12-21 06:00:00,233.07,428.36,59.58,77.66,71.24,126.45,62.14,67.32,509.2,103.69,93.71,13.19,106.98,70.37,344.66
2016-12-21 07:00:00,235.63,404.96,56.77,77.66,79.97,134.04,89.14,70.72,521.61,106.35,93.6,13.11,125.64,67.76,347.81
2016-12-21 08:00:00,232.92,423.18,53.82,77.66,79.57,157.28,92.7,71.27,525.11,109.21,97.23,11.84,126.76,65.84,354.73
2016-12-21 09:00:00,231.62,470.02,59.0,77.66,78.62,176.67,96.6,78.39,551.32,108.08,105.69,12.79,140.56,63.41,333.36
2016-12-21 10:00:00,223.37,469.16,60.78,77.66,75.48,173.31,102.92,80.66,578.89,111.87,105.99,16.06,138.14,66.87,316.41
2016-12-21 11:00:00,223.75,474.15,59.28,77.66,72.89,176.31,116.07,79.85,590.84,113.59,106.34,16.36,146.66,77.25,315.1
2016-12-21 12:00:00,218.88,484.44,59.82,77.66,68.89,173.75,115.71,85.14,572.68,112.08,105.29,14.57,140.29,75.98,304.77
2016-12-21 13:00:00,221.8,473.63,59.38,77.66,68.04,167.27,114.19,87.08,576.37,113.9,103.29,16.97,132.78,68.13,293.8
2016-12-21 14:00:00,223.03,498.95,61.36,77.66,66.75,172.08,122.09,83.34,583.62,113.85,106.79,16.94,136.05,65.19,290.79
2016-12-21 15:00:00,235.57,484.53,58.57,77.66,65.57,171.27,122.14,103.11,587.48,109.68,107.8,16.32,124.22,62.79,287.08
2016-12-21 16:00:00,237.55,461.96,61.05,77.66,67.26,171.97,119.32,103.6,576.84,110.25,112.51,12.71,119.56,63.47,296.2
2016-12-21 17:00:00,251.72,471.4,60.94,77.66,64.26,142.04,116.81,79.51,549.22,109.06,112.1,12.93,119.23,74.36,297.38
2016-12-21 18:00:00,252.63,464.19,61.73,77.66,63.92,125.41,113.15,92.02,534.23,107.3,106.45,13.06,130.39,79.15,307.31
2016-12-21 19:00:00,257.38,424.78,59.15,77.66,65.79,105.55,112.69,67.81,522.31,102.72,96.26,12.91,122.26,71.46,295.89
2016-12-21 20:00:00,257.52,430.89,58.98,77.66,64.88,93.36,115.97,66.22,507.87,102.05,96.33,13.15,88.58,72.78,304.02
2016-12-21 21:00:00,253.42,434.03,57.83,77.66,66.99,88.57,96.5,67.44,492.18,104.0,96.8,13.17,61.19,67.97,308.22
2016-12-21 22:00:00,244.93,448.77,45.77,77.66,67.18,88.41,24.42,67.72,495.84,103.37,84.64,13.24,62.39,69.03,233.35
2016-12-21 23:00:00,231.3,441.06,43.52,77.66,67.31,85.68,22.52,61.33,493.11,101.39,78.97,9.04,63.33,72.35,151.59
2016-12-22 00:00:00,229.7,401.82,52.73,77.66,68.65,89.62,22.6,37.16,490.62,99.58,77.77,7.38,61.72,69.88,147.97
2016-12-22 01:00:00,231.33,410.56,51.85,77.66,65.55,90.26,22.82,36.82,492.35,97.5,78.81,7.37,61.79,71.28,153.79
2016-12-22 02:00:00,227.8,403.31,50.15,77.66,68.95,87.19,22.2,35.29,495.0,96.87,79.74,7.07,58.13,70.65,340.09
2016-12-22 03:00:00,231.3,413.93,49.2,77.66,68.27,90.0,22.31,35.06,489.95,98.58,75.31,7.12,61.22,70.5,350.08
2016-12-22 04:00:00,230.28,387.52,50.44,77.66,65.81,87.1,22.43,35.29,497.12,97.15,74.62,7.05,78.61,68.18,334.19
2016-12-22 05:00:00,233.0,399.99,61.1,77.66,68.74,92.83,22.16,53.87,496.39,99.03,88.14,11.16,90.94,69.58,329.73
2016-12-22 06:00:00,242.32,393.67,69.05,77.66,66.13,129.87,70.44,68.64,503.92,103.79,91.8,12.82,107.77,67.67,327.9
2016-12-22 07:00:00,238.62,412.63,62.03,77.66,72.06,124.68,102.59,69.52,526.53,105.81,93.32,12.46,126.1,67.5,330.18
2016-12-22 08:00:00,233.77,433.97,53.37,77.66,69.24,160.48,107.21,70.74,541.22,108.36,95.54,12.5,133.51,65.55,329.16
2016-12-22 09:00:00,216.85,436.72,56.62,77.66,67.56,167.61,117.57,81.22,529.64,107.15,101.04,12.31,138.93,63.36,301.35
2016-12-22 10:00:00,231.92,493.91,59.23,77.66,66.36,166.86,121.0,84.02,538.65,117.19,107.16,12.29,129.19,63.3,314.06
2016-12-22 11:00:00,173.68,484.98,66.39,77.66,62.69,167.73,119.47,86.43,611.62,115.57,104.61,12.29,136.26,63.4,293.36
2016-12-22 12:00:00,207.62,520.16,69.56,77.66,62.39,179.48,118.68,89.8,612.15,111.53,105.5,12.36,127.25,62.2,292.82
2016-12-22 13:00:00,175.15,501.63,67.95,77.66,65.05,173.52,113.99,88.85,596.11,112.48,104.52,14.77,129.02,62.71,297.82
2016-12-22 14:00:00,196.15,531.92,68.39,77.66,62.45,173.92,114.09,93.22,590.85,108.89,110.99,16.66,125.01,73.6,308.6
2016-12-22 15:00:00,216.18,522.37,69.4,77.66,63.65,171.78,114.5,87.67,587.16,106.55,110.37,17.08,126.39,65.27,308.85
2016-12-22 16:00:00,234.47,452.0,67.77,77.66,62.37,165.36,114.95,83.44,580.78,104.61,107.27,16.73,119.86,66.38,324.58
2016-12-22 17:00:00,246.52,470.99,70.5,77.66,68.44,137.41,116.53,73.5,565.1,104.92,101.36,13.01,119.07,66.64,346.72
2016-12-22 18:00:00,250.82,440.14,58.28,77.66,65.64,128.12,116.04,69.39,558.03,105.48,95.48,12.85,118.42,69.03,344.44
2016-12-22 19:00:00,252.25,430.76,51.46,77.66,70.06,106.32,115.8,67.11,548.63,101.77,92.92,12.93,131.47,69.94,352.26
2016-12-22 20:00:00,254.0,424.09,55.9,77.66,68.7,101.11,115.87,78.53,533.23,100.15,93.55,12.94,80.98,70.67,355.64
2016-12-22 21:00:00,251.95,430.01,57.12,77.66,72.91,94.13,94.65,80.74,527.48,97.14,92.34,12.95,59.52,69.11,356.97
2016-12-22 22:00:00,250.08,424.86,47.34,77.66,68.27,91.74,22.89,78.87,521.71,99.98,80.1,12.96,65.46,69.48,245.64
2016-12-22 23:00:00,233.88,415.31,54.07,77.66,70.96,92.5,23.78,62.13,520.71,102.72,76.26,8.76,64.39,70.56,140.83
2016-12-23 00:00:00,236.05,400.81,57.0,77.66,71.93,90.05,27.84,34.18,530.25,99.84,75.82,7.04,63.71,68.74,148.3
2016-12-23 01:00:00,230.0,411.33,55.83,77.66,71.02,93.55,25.79,31.83,518.94,96.03,73.91,7.21,61.58,70.35,148.56
2016-12-23 02:00:00,230.02,391.42,52.4,77.66,69.65,97.93,26.56,30.24,517.02,98.23,75.97,7.16,62.88,69.27,353.7
2016-12-23 03:00:00,231.1,385.4,46.51,77.66,71.83,94.48,24.39,30.09,515.03,96.95,76.36,7.17,61.39,68.88,383.5
2016-12-23 04:00:00,229.17,426.55,31.92,77.66,72.3,96.07,23.53,30.25,513.89,96.7,75.44,7.12,72.4,68.26,370.55
2016-12-23 05:00:00,233.37,399.23,46.18,77.66,72.37,98.89,23.11,49.56,518.41,99.9,88.92,11.02,80.59,69.33,362.21
2016-12-23 06:00:00,242.65,415.38,61.17,77.66,71.51,126.4,63.38,65.97,522.92,104.25,92.71,12.83,109.23,69.18,359.59
2016-12-23 07:00:00,236.87,404.85,60.44,77.66,75.99,128.42,88.57,66.16,538.99,107.52,93.31,12.87,124.12,69.94,365.41
2016-12-23 08:00:00,235.22,428.56,56.36,77.66,77.98,150.38,95.16,70.35,543.72,108.01,94.97,12.73,134.96,66.73,365.82
2016-12-23 09:00:00,230.0,445.52,68.71,77.66,75.42,164.53,97.0,78.47,543.01,105.06,96.49,12.55,128.25,62.32,366.16
2016-12-23 10:00:00,224.55,472.41,72.01,77.66,75.74,160.01,98.27,80.98,561.1,108.11,97.06,12.52,131.02,62.92,352.06
2016-12-23 11:00:00,229.67,452.84,60.83,77.66,74.42,162.59,102.43,85.18,590.88,110.54,96.61,12.23,130.83,64.74,344.09
2016-12-23 12:00:00,214.95,452.31,60.22,77.66,71.16,156.77,101.84,87.43,583.86,112.0,95.26,12.5,129.07,63.8,338.16
2016-12-23 13:00:00,207.8,462.36,64.62,77.66,70.76,158.27,103.83,86.87,602.4,110.88,96.32,12.69,129.18,65.83,320.8
2016-12-23 14:00:00,215.32,459.54,65.83,77.66,69.99,155.21,103.89,85.18,585.43,109.03,100.39,12.45,129.47,67.26,316.47
2016-12-23 15:00:00,225.28,444.89,65.58,77.66,68.94,154.22,102.66,81.45,571.16,107.28,95.58,12.47,131.76,63.11,321.18
2016-12-23 16:00:00,234.2,463.01,63.53,77.66,67.32,142.42,98.68,81.16,560.22,102.05,97.92,12.5,128.82,63.91,340.11
2016-12-23 17:00:00,248.98,446.83,66.08,77.66,66.37,121.16,101.97,68.16,553.44,109.29,95.17,12.7,128.65,67.75,337.77
2016-12-23 18:00:00,257.38,449.54,64.28,77.66,66.33,117.09,103.35,65.11,542.93,104.91,94.54,12.8,128.86,69.33,338.52
2016-12-23 19:00:00,251.15,434.07,42.58,77.66,69.56,100.75,102.58,65.35,532.62,100.15,93.26,12.84,134.33,66.8,346.68
2016-12-23 20:00:00,249.78,432.88,38.73,77.66,70.92,95.73,103.01,65.3,532.9,100.41,92.36,12.82,95.83,70.52,350.8
2016-12-23 21:00:00,249.48,426.06,39.05,77.66,71.21,94.59,86.47,65.14,525.94,97.94,93.52,12.87,66.45,69.43,354.31
2016-12-23 22:00:00,241.92,405.76,38.3,77.66,70.46,93.03,24.21,65.05,510.05,97.99,81.47,12.21,64.38,75.36,241.64
2016-12-23 23:00:00,228.85,401.69,35.28,77.66,73.07,98.45,23.4,59.33,511.87,97.44,74.61,8.31,66.66,77.06,137.2
2016-12-24 00:00:00,230.0,416.84,29.44,77.66,73.54,95.05,27.7,30.93,511.88,97.66,75.27,7.1,65.41,75.04,143.42
2016-12-24 01:00:00,227.75,422.1,29.01,77.66,74.28,94.75,22.91,29.65,507.68,97.88,75.29,7.1,67.05,66.77,148.11
2016-12-24 02:00:00,229.22,402.8,29.22,77.66,75.52,99.07,22.9,29.34,504.81,97.58,75.23,7.07,64.86,66.16,150.95
2016-12-24 03:00:00,228.5,379.8,29.13,77.66,75.4,97.36,22.89,29.3,498.05,97.8,75.47,7.13,66.12,69.36,148.73
2016-12-24 04:00:00,228.62,404.9,29.61,77.66,75.84,98.79,22.73,29.4,502.98,96.71,74.88,7.07,78.66,66.18,370.74
2016-12-24 05:00:00,232.02,387.49,29.48,77.66,77.9,97.15,23.38,48.24,508.68,96.74,87.55,11.2,86.35,66.88,411.19
2016-12-24 06:00:00,236.7,404.01,29.45,77.66,77.32,104.16,22.9,65.11,512.09,97.83,90.32,12.78,124.11,66.02,386.64
2016-12-24 07:00:00,240.68,378.1,28.17,77.66,75.3,122.71,55.8,65.22,520.68,96.83,91.2,12.76,131.39,66.38,380.59
2016-12-24 08:00:00,231.12,389.22,29.5,77.66,74.69,118.02,75.61,58.85,518.76,103.15,90.88,12.69,120.32,64.95,370.02
2016-12-24 09:00:00,224.97,403.78,46.74,77.66,74.25,114.78,74.72,56.91,514.47,102.68,92.26,12.39,115.95,67.51,357.8
2016-12-24 10:00:00,222.22,391.34,47.46,77.66,75.62,114.85,74.21,56.9,514.1,102.48,90.7,12.34,124.07,63.13,354.44
2016-12-24 11:00:00,198.57,404.5,48.03,77.66,71.39,112.49,77.01,56.82,517.28,102.86,86.47,12.33,130.69,61.43,329.8
2016-12-24 12:00:00,201.77,408.26,48.53,77.66,67.58,114.04,78.74,56.76,531.62,102.04,91.43,12.35,122.82,60.9,326.73
2016-12-24 13:00:00,237.68,407.58,49.16,77.66,70.29,107.12,81.48,58.32,520.36,93.58,87.69,12.33,125.25,62.5,325.28
2016-12-24 14:00:00,228.98,396.95,46.99,77.66,74.3,113.37,78.91,57.58,515.98,92.38,90.09,12.41,128.24,65.19,349.37
2016-12-24 15:00:00,235.33,408.19,47.02,77.66,80.16,122.6,78.76,59.4,515.75,92.63,91.18,12.44,126.48,64.89,364.85
2016-12-24 16:00:00,234.37,408.55,46.72,77.66,81.21,128.46,69.58,62.48,510.87,93.68,90.45,12.13,132.76,69.13,379.89
2016-12-24 17:00:00,239.37,436.12,49.9,77.66,81.65,127.38,21.3,63.96,509.24,99.33,89.04,12.72,135.8,69.24,383.9
2016-12-24 18:00:00,253.08,395.34,54.34,77.66,81.49,130.75,23.62,64.9,509.49,99.53,90.12,12.83,142.2,68.62,378.34
2016-12-24 19:00:00,249.18,395.37,53.3,77.66,81.75,115.54,23.0,65.04,506.22,100.2,89.73,12.83,141.24,68.75,387.93
2016-12-24 20:00:00,249.73,385.08,53.03,77.66,81.94,124.11,23.09,65.09,502.68,96.98,91.41,12.42,105.79,70.12,382.84
